name,PSNR,SSIM,MS_SSIM,LPIPS
images_IMG_0586.JPG,36.971314341980516,0.9882924295567393,0.9954023957252502,0.059454817
images_IMG_0610.JPG,37.344158765770786,0.9887986237891098,0.9954258799552917,0.0594125
images_IMG_0754.JPG,36.903063135900226,0.9880567569101305,0.9953725337982178,0.059070256
images_IMG_0714.JPG,36.61262505138828,0.9881786829356326,0.9951005578041077,0.0612735
images_IMG_0658.JPG,37.13022831243342,0.9892251271220717,0.9957874417304993,0.055661418
images_IMG_0602.JPG,35.92725725089792,0.9881494751395836,0.9951868057250977,0.056556746
images_IMG_0738.JPG,36.94439708522154,0.9885337635504058,0.9955503344535828,0.056112774
images_IMG_0730.JPG,36.89983848770054,0.9882774318330565,0.995307207107544,0.05887773
images_IMG_0690.JPG,36.75539556410379,0.9885149965309958,0.9955873489379883,0.05308288
images_IMG_0746.JPG,37.08159144718295,0.9885812377460264,0.9954615235328674,0.057897564
images_IMG_0666.JPG,36.52644297084555,0.9877649446431681,0.9948895573616028,0.056655392
images_IMG_0674.JPG,36.98931084212117,0.989056856309296,0.9956668019294739,0.053978626
images_IMG_0834.JPG,35.546526517309346,0.9851253169082769,0.9935194849967957,0.0815227
images_IMG_0810.JPG,36.57531020815308,0.9877185079213983,0.995097815990448,0.061610743
images_IMG_0762.JPG,36.776584355946326,0.9882068735765772,0.9953930377960205,0.059479583
images_IMG_0626.JPG,37.37095340681694,0.9888440603871701,0.9956391453742981,0.05770904
images_IMG_0706.JPG,36.929483788183305,0.9884842625838784,0.9955952167510986,0.054754533
images_IMG_0650.JPG,37.01176482845603,0.9884536090155929,0.9951418042182922,0.05705007
images_IMG_0642.JPG,37.16134148743239,0.9889180682747721,0.9957465529441833,0.05521198
images_IMG_0786.JPG,36.39131798474964,0.987129700118679,0.994817316532135,0.06250474
images_IMG_0546.JPG,35.99551118576319,0.9858019569369915,0.9933683276176453,0.06818253
images_IMG_0794.JPG,36.85425835564601,0.9881265673009119,0.9952883720397949,0.060427114
images_IMG_0594.JPG,36.79357641038826,0.98756260141568,0.9949315190315247,0.063778654
images_IMG_0570.JPG,36.71548975081655,0.9880889137090096,0.9950578808784485,0.06040878
images_IMG_0578.JPG,36.42876943502303,0.9866285133602531,0.9943013191223145,0.06759316
images_IMG_0698.JPG,36.297494505940946,0.9871635049416819,0.9948355555534363,0.06328286
images_IMG_0618.JPG,36.937125207706586,0.988536526455898,0.9955812096595764,0.05670227
images_IMG_0682.JPG,36.234255321395466,0.9873469451495955,0.9948156476020813,0.056330338
images_IMG_0634.JPG,37.04759343560216,0.9886882465994064,0.995450496673584,0.055744722
images_IMG_0722.JPG,36.80162534946926,0.9882327699409391,0.9955902099609375,0.055679314
images_IMG_0802.JPG,36.01477453058139,0.9863163743040815,0.9942758679389954,0.065568745
images_IMG_0554.JPG,36.867174885732204,0.9878056819915552,0.9946580529212952,0.06449798
images_IMG_0778.JPG,36.96164560694951,0.9884057027153785,0.9954068660736084,0.05994212
images_IMG_0770.JPG,36.557383711127834,0.9875065714875833,0.9951356053352356,0.06136614
images_IMG_0818.JPG,35.64807474052601,0.9851994020312999,0.9936447143554688,0.07321515
images_IMG_0562.JPG,36.16129970362052,0.9858870819507648,0.9935858845710754,0.07339738
images_IMG_0826.JPG,36.40080430012313,0.986960515861258,0.9947230815887451,0.06718254
